time,angular_velocity
1.8419999999999999,-1.49260839591095
1.844,-1.541376882877953
1.8459999999999999,-1.5878503816363307
1.8479999999999999,-1.6280126640515618
1.85,-1.6687486929194366
1.8519999999999999,-1.7083372275917923
1.854,-1.743335786880346
1.8559999999999999,-1.7708756365813938
1.8579999999999999,-1.807595435865812
1.86,-1.846610222207792
1.8619999999999999,-1.8752975648443648
1.864,-1.9045586541045592
1.8659999999999999,-1.9275085278719704
1.8679999999999999,-1.953327135689664
1.87,-1.9768507559882629
1.8719999999999999,-2.002669363459932
1.874,-2.022750502479133
1.876,-2.0405366540900918
1.878,-2.06176528654504
1.8800000000000001,-2.0640602738300977
1.882,-2.072092729316469
1.884,-2.0818464252405007
1.886,-2.099058829748863
1.888,-2.1139762469238583
1.89,-2.126598676793556
1.892,-2.126598676793556
1.894,-2.123156195924332
1.896,-2.12487743635935
1.898,-2.1191399682394656
1.9,-2.11512374055018
1.902,-2.1065175383439763
1.904,-2.0950426020374944
1.906,-2.0956163488536736
